cid,mouse_vi,smiles
3064135,28.0,COC1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl
3064137,70.0,CN1CCCC(N2c3ccccc3Sc3ccc(Cl)cc32)C1
3064138,90.0,CN1CCCC(N2c3ccccc3Sc3cc(Cl)ccc32)C1
3064139,95.0,CN1CCC(N2c3ccccc3Sc3ccc(Cl)cc32)CC1
3064140,85.0,CN1CCC(CN2c3ccccc3Sc3ccc(Cl)cc32)CC1
3064142,75.0,Cc1ccc2c(c1)N(CCOS(C)(=O)=O)c1ccccc1S2
3064143,18.0,CC(CN1c2ccccc2Sc2ccc(Cl)cc21)N(C)CCCl.Cl
3064144,178.0,CN(CCCl)CCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
3064146,65.0,COc1ccc2c(c1)N(C1CCCN(C)C1)c1ccccc1S2
3064147,70.0,COc1ccc2c(c1)Sc1ccccc1N2C1CCN(C)CC1
3064148,65.0,COc1ccc2c(c1)N(CC1CCN(C)CC1)c1ccccc1S2
3064149,35.0,COc1ccc2c(c1)Sc1ccccc1N2CC1CCCN(C)C1
3064150,40.0,COc1ccc2c(c1)Sc1ccccc1N2CC1CCN(C)CC1
3064151,70.0,Cc1ccc2c(c1)Sc1ccccc1N2C1CCCN(C)C1
3064152,70.0,Cc1cccc2c1Sc1ccccc1N2C1CCCN(C)C1
3064154,80.0,CN1CCCC(N2c3ccccc3Sc3ccccc32)C1
3064155,56.0,CCN(CC)CCNc1ccccc1N.Cl.Cl
3064160,32.0,CC(=O)ON[N+](=O)[O-]
3064162,100.0,CC(c1ccccc1)n1cncc1C(=O)OC1CCCN(C)C1
3064164,42.0,COC(=O)c1cncn1C(C)c1cccc2ccccc12.Cl
3064165,56.0,CC(c1ccccc1)n1cncc1C(=O)OCCN(C)C
3064178,42.0,CN1CCC(O)(CC(=O)OC(c2ccccc2)c2ccccc2)CC1
3064179,57.0,CCN(CC)CCOCCOC(=O)C(c1ccccc1)N1CCCCC1.Cl.Cl
3064181,210.0,Cl.Cl.O=C(OCCOCCN1CCOCC1)C(c1ccccc1)N1CCCCC1
3064183,77.0,Cl.Cl.O=C(OCCOCCN1CCCCC1)C(c1ccccc1)N1CCCCC1
3064187,12.0,COc1cc(N)cc(Cl)c1OCCN1CCCC(C)C1.Cl
3064189,7.808,COc1cc(N)cc(Cl)c1OCCCN1CCCC(C)C1.Cl
3064191,56.0,Cl.Cl.c1ccc(NC2CCN(C3(c4ccccc4)CCCCC3)CC2)cc1
3064192,56.0,Cl.Cl.c1ccc(NC2CCN(C3(c4ccccc4)CC3)CC2)cc1
3064196,25.0,Cl.c1ccc(CN(CCN2CCCCC2)c2ccccc2)cc1
3064218,105.0,CC1COCCN1Cc1cc2c(cc1O)CCC2
3064221,0.21,CC1C[N+]2(CCCCCCCCCC[N+]34CCC(CC3)C(C)C4)CCC1CC2.[I-].[I-]
3064261,71.0,Brc1ccc2[nH]cc(CN3CCOCC3)c2c1
3064262,42.0,CCCCCCCCCCCCNC(=O)N1CCOCC1
3064268,0.27,CC1C[N+]2(CCCCCCCCC[N+]34CCC(CC3)C(C)C4)CCC1CC2.[I-].[I-]
3064275,33.0,CC(OCCN1CCCCC1)(c1ccccc1)c1ccc(Cl)cc1
3064296,45.0,CC1CN(C)CCC1OC(c1ccccc1)c1ccccc1
3064301,72.0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O
3064302,25.0,CCN1CCCC(COC(c2ccccc2)c2ccccc2)C1
3064303,30.0,CN1CCCC(COC(c2ccccc2)c2ccccc2)C1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
3064308,20.0,CCC1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1
3064311,56.0,CN1CCC(O)(COC(=O)C(O)(c2ccccc2)c2ccccc2)CC1
3064312,112.0,COc1ccc2[nH]cc(CN3CCC(CO)(c4ccccc4)CC3)c2c1.Cl
3064319,32.0,CC1CCCCN1Cc1cccc2ccccc12
3064320,35.0,CC1CCCCN1Cc1ccc2ccccc2c1
3064321,25.0,CC1CCCN(CCCc2ccc(COc3ccccc3)cc2)C1
3064322,25.0,CC1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1
3064323,56.0,CN1CC=C(N2CCCCC2)CC1.COC(=O)Cl
3064326,56.0,CC1(C)CC(N)CC(C)(C)N1C1=NCCO1
3064327,56.0,Cl.OC1(c2ccc(Cl)cc2)CCN(C2(c3ccc(Cl)cc3)CCCCC2)CC1
3064329,56.0,Cl.OC1(c2ccc(Cl)cc2)CCN(C2CC2)CC1
3064331,42.0,Cl.OC1(c2ccc(Cl)cc2)CCN(C2(c3ccccc3)CCCCC2)CC1
3064333,32.0,Cl.OC1(c2ccc(Cl)cc2)CCN(C2CC2c2ccccc2)CC1
3064335,18.0,Cl.OC1(c2ccc(Cl)cc2)CCN(CC2CC2c2ccccc2)CC1
3064337,133.0,O=C(C1CC1)N1CCC(O)(c2cccc(C(F)(F)F)c2)CC1
3064338,18.0,OC1(c2ccccc2)CCN(CC2CC2)CC1
3064339,56.0,Cl.OC1(c2ccccc2)CCN(C2CC2)CC1
3064341,56.0,CCC(=O)OC1(c2ccccc2)CCN(C2CC2)CC1.Cl
3064342,56.0,Cl.OC1(c2cccc(C(F)(F)F)c2)CCN(C2CC2)CC1
3064343,590.0,CCC(=O)OC1(c2ccccc2)CC(C)N(CCN2CCN(C)CC2)CC1C.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
3064345,18.0,CC1CN(C2(c3ccccc3)CCCCC2)CCC1(O)c1ccccc1.Cl
3064347,14.0,Br.CCC(=O)OC1(c2ccccc2)CCN(CCCCCC[N+](=O)[O-])CC1
3064351,56.0,O=C(C1CC1c1ccccc1)N1CCC(O)(c2cccc(C(F)(F)F)c2)CC1
3064352,56.0,OC1CCN(CC2CC2c2ccccc2)CC1
3064353,18.0,OC1(c2cccc(C(F)(F)F)c2)CCN(CC2CC2c2ccccc2)CC1
3064354,56.0,Cl.OC1(c2cccc(C(F)(F)F)c2)CCN(C2CC2c2ccccc2)CC1
3064356,10.0,Cl.OC1(c2ccccc2)CCN(C2(c3ccccc3)CCCCC2)CC1
3064357,18.0,Cl.OC1(c2ccccc2)CCN(C2CC2c2ccccc2)CC1
3064359,18.0,CCC(=O)OC1(c2ccccc2)CCN(CC2CC2c2ccccc2)CC1.Cl
3064361,75.0,Br.O=C1CCN(C2(c3ccc(Cl)cc3)CCCCC2)CC1
3064363,56.0,CC(=O)C1(c2ccccc2)CCN(CC(O)COc2cc(C)ccc2C(C)C)CC1.Cl
3064366,21.0,CCCCNC(C)(C)COC(=O)c1ccccc1.Cl
3064368,56.0,OCCCC1COc2cc(Cl)c(Cl)cc2O1
3064377,70.0,OCCCNCCCc1ccc(COc2ccccc2)cc1
3064378,56.0,CC(Br)C(=O)NC1CCN(c2ccccc2)CC1
3064380,80.0,O=C(CCNCC1COc2ccccc2O1)N1CCOCC1
3064386,158.0,CCN(CC)CCC(=O)N1CC2CCCC(C1)N2.Cl.Cl
3064388,13.0,CC1(C)Cc2cccc(C(=O)CCN3CCCCC3)c2O1.Cl
3064398,75.0,CON(C)CC(Cl)c1ccccc1.Cl
3064400,40.0,COc1ccc(CCN(C)C)cc1C.Cl
3064406,56.0,COc1ccc(CCN(C)C)cc1Cc1cc(CCN(C)C)ccc1OC.Cl.Cl
3064408,22.0,CNCCc1ccc(OC)c(Cc2cc(CCNC)ccc2OC)c1.Cl.Cl
3064410,3.357,CCN(CC)CCOc1c(Br)cc(N)cc1OCc1ccccc1.Cl.Cl
3064417,204.0,CN1C2CCCC1CN(C(=O)CCN1CCCCC1)C2.Cl.Cl
3064420,75.0,CCOC(CCN(C)CCC(OCC)OCC)OCC
3064425,75.0,CNC(=O)CCNCC1COc2ccccc2O1
3064432,56.0,C=C(Br)CNC(=O)CC
3064433,56.0,CC(C)(C)N1C(=O)CC(CCC(N)=O)C12CCCCC2
3064434,32.0,COc1cc(CNC(=O)CCC2CCCC2)ccc1O
3064452,133.0,CCC(=O)N(c1ccccc1)C1CCN(C2CC2)CC1
3064454,75.0,C1CCC(CNC2=NCCO2)OC1
3064517,93.7,CS(=O)(=O)O.Fc1ccc2c(c1)Sc1ccc(Cl)cc1CC2N1CCN(CCC2OCCCO2)CC1
3064576,35.0,Cc1c(C(C)C2C(O)CC(C)CN2CC(C)C)ccc2c1CC1C2CC=C2CC(O)CCC21C.Cl
3064578,3.623,CCCCN1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C.Cl
3064647,400.0,Cc1nnc2n1-c1sc(C(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
3064648,400.0,CCN(CC)C(=O)CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
3064649,400.0,CNC(=O)CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
3064650,400.0,Cc1nnc2n1-c1sc(CCC(=O)NC(C)C)cc1C(c1ccccc1Cl)=NC2
3064651,400.0,Cc1nnc2n1-c1sc(CCC(=O)N(C)C)cc1C(c1ccccc1Cl)=NC2
3064652,400.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCCC3)cc1C(c1ccccc1Cl)=NC2
3064653,400.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCCCC3)cc1C(c1ccccc1Cl)=NC2
3064654,400.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCN(C)CC3)cc1C(c1ccccc1Cl)=NC2
3064655,400.0,CCN(CC)C(=O)CCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl
3064656,400.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1)=NC2
3064657,400.0,Cc1nnc2n1-c1sc(CCC(=O)NCCO)cc1C(c1ccccc1Cl)=NC2
3064659,400.0,Cc1nnc2n1-c1sc(C(N)=O)cc1C(c1ccccc1Cl)=NC2
3064660,400.0,O=C(CCCCCCCCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl)N1CCOCC1
3064661,400.0,O=C(CCc1cc2c(s1)-n1c(Br)nnc1CN=C2c1ccccc1Cl)N1CCOCC1
3064662,400.0,COc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)N=C2
3064710,0.41,[Br-].[Br-].c1ccc(C2C[N+]3(CCCCCCC[N+]45CCC(CC4)C(c4ccccc4)C5)CCC2CC3)cc1
3064728,1.32,COC(=O)C1C[N+]2(CCCCCCCCCC[N+]34CCC(CC3)C(C(=O)OC)C4)CCC1CC2.[I-].[I-]
3064781,0.5,C[N+]1(Cc2ccccc2)CCN(CCCCCCCCCCN2CC[N+](C)(Cc3ccccc3)CC2)CC1.[Cl-].[Cl-]
3064815,54.0,Br.Oc1cc(O)cc(C(O)CNC2CCC2)c1
3064887,161.0,CN1CC(c2ccccc2)OC1(C)C
3064972,200.0,Cc1cc(N2CCCC2)c(C#N)c(C)[n+]1[O-].Cl
3064974,100.0,Cc1cc(N2CCCCC2)c(C#N)c(C)[n+]1[O-].Cl
3064976,50.0,Cc1cc(N2CCCCCC2)c(C#N)c(C)[n+]1[O-]
3064979,100.0,Cc1cc(N2CCCCC2)c([N+](=O)[O-])c(C)[n+]1[O-].Cl
3064996,19.6,N.N.O=c1c([O-])c([O-])c1=O.[Pt+2]
3064999,4.594,CCCCCN1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C.Cl
3065002,12.5,Cl.Oc1ccccc1CC1CC2CCN1CC2
3065004,19.5,Cc1ccc(O)c(CC2CC3CCN2CC3)c1.Cl
3065006,43.0,COc1ccc(O)c(CC2CC3CCN2CC3)c1.Cl
3065014,10.0,C[N+]1(C)CCN(CCCCCCN2CC[N+](C)(C)CC2)CC1.[I-].[I-]
3065016,114.0,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC#CCN2CCC56c7c8ccc(OC)c7OC5C(=O)CCC6(O)C2C8)CCC314.Cl.Cl
3065028,41.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)(CC#CC[N+]2(C)CCC56c7c8ccc(OC)c7OC5C(O)C=CC6C2C8)CCC341.[I-].[I-]
3065055,96.705,CN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc([N+](=O)[O-])cc23)CC1
3065056,59.891,OCCN1CCN(c2cn(-c3ccc(F)cc3)c3ccc(C(F)(F)F)cc23)CC1
3065062,51.0,Cc1ccccc1NC(=O)C(CN(C)C)N(C)C.Cl.Cl
3065099,0.38,[Br-].[Br-].c1ccc(C2C[N+]3(CCCCCCCCCC[N+]45CCC(CC4)C(c4ccccc4)C5)CCC2CC3)cc1
3065138,11.0,Cc1c(C(C)C2C(O)CC(C)CN2C)ccc2c1CC1C2CC=C2CC(O)CCC21C.Cl
3065143,0.513,Br.Br.CN(CC#CCN1CCCC1=O)CCBr
3065186,40.4,CC1OC2(CS1)CN1CCC2CC1.Cl
3065248,240.0,CC1CCCC(C)N1.Cc1cc(S(=O)(=O)NC2=NCC(C)N2)c(SCC(=O)O)cc1Cl
3065250,340.0,CC1CCCC(C)N1.Cc1cc(S(=O)(=O)NC2=NCCN2)c(SCC(=O)O)cc1Cl
3065292,23.0,COC(=O)C1=C(Cl)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
3065293,80.0,COC(=O)C1=C(Cl)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
3065424,35.0,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCC(=O)OC)N3C1O.Cl
3065784,345.0,C[n+]1cccc(C(=O)OCC[N+](C)(C)C)c1.[I-].[I-]
3065821,46.0,Cc1ccc(S(=O)(=O)NC(Cc2ccc(N)cc2)C(=O)N2CCCCC2)cc1
3065822,182.0,NCc1ccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCC2)cc1
3065823,39.0,Cc1ccc(S(=O)(=O)NC(C(=O)N2CCCCC2)c2ccc(CN=C(N)N)cc2)cc1
3065824,35.0,Cc1ccc(S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCCCC2)cc1
3065830,41.0,CC(C)CCCN(CCO)CCCC(C)C.Cl
3065834,100.0,C[N+]1(CCSCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-]
3065835,133.0,C[N+](C)(C)CCOC(=O)C1CCC[N+](C)(C)C1.[I-].[I-]
3065840,28.3,CCCCNCC(NCCCC)C(=O)Nc1ccccc1C.Cl.Cl
3065842,1610.0,O=C(O)CC1(CC(=O)OCc2ccccc2)OCOC1=O
3066030,10.0,C[N+]1(C)CCN(CCN2CC[N+](C)(C)CC2)CC1.[I-].[I-]
3066081,570.0,NS(=O)(=O)c1ccc(NC(=O)CC2(CC(=O)O)OCOC2=O)cc1
3066105,100.0,Clc1ccccc1-c1ccc(COCc2cccnc2)cc1.O=C(O)C(=O)O
3066107,100.0,COCc1ccc(-c2ccccc2Cl)cc1
3066108,100.0,CCOCc1ccc(-c2ccccc2Cl)cc1
3066110,100.0,CN(C)CCOCc1ccc(-c2ccccc2Cl)cc1.O=C(O)C(=O)O
3066116,100.0,O=C(OCc1ccc(-c2ccccc2Cl)cc1)c1cccnc1
3066117,100.0,CC(=O)OCc1ccc(-c2ccccc2Cl)cc1
3066120,100.0,Cl.Fc1ccccc1-c1ccc(COCc2cccnc2)cc1
3066122,100.0,Cl.Clc1cccc(-c2ccc(COCc3cccnc3)cc2)c1
3066124,100.0,CCOCc1ccc(-c2cccc(Cl)c2)cc1
3066125,100.0,CCOCc1ccc(-c2cccc(Br)c2)cc1
3066126,100.0,Brc1ccccc1-c1ccc(COCc2cccnc2)cc1.O=C(O)C(=O)O
3066155,61.0,C[N+]1(CCOCCOCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-]
3066174,229.0,O=C(OCc1ccccc1)c1ccc[n+](Cc2ccccc2)c1.[Cl-]
3066185,12.0,C[n+]1c(-c2cccs2)c2cc(N)ccc2c2ccc(N)cc21.[Br-]
3066187,16.5,C[N+](C)(C)CCOP(=O)(Oc1ccccc1)Oc1ccccc1.[Br-]
3066341,2.8000000000000003,Cc1ccccc1NC(=O)C(CN1CCCCC1)N1CCCCC1.Cl.Cl
3066343,6.5,C[S+](C)CCC(O)(c1ccccc1)C1CCCCC1.[I-]
3066345,9.5,CCC(CCN(CC)CC)OC(=O)c1ccc(NC(=O)O)cc1.Cl
3066368,20.0,C[N+](C)(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.[I-]
3066405,38.0,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCC(C)C1.Cl
3066406,38.0,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCC(C)CC1.Cl
3066408,1400.0,C=CCOC(=O)CC1(CC(=O)O)OCOC1=O
3066421,110.0,COc1ccc(C(O)C(CN2CCCCCC2)c2ccccc2)cc1F.Cl
3066430,640.0,O=CCC(CC(=O)Nc1ccc(C(=O)O)cc1)(OC=O)C(=O)O
3066531,57.0,CCN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
3066532,50.0,CCN1CCN(C(C)CN2c3ccccc3Sc3ccccc32)CC1
3066549,29.0,Cl.Cl.c1ccc2c(c1)Cc1ccccc1N(CCN1CCCCC1)C2
3066674,0.834,C[S+](C)CC#CCN1CCCC1=O.[O-][Cl+3]([O-])([O-])[O-]
3066676,0.712,O=C1CCCN1CC#CC[S+]1CCCC1.[O-][Cl+3]([O-])([O-])[O-]
3066678,21.824,C[S+](C)CC#CCN1C(=O)CCC1=O.[O-][Cl+3]([O-])([O-])[O-]
3066680,1.182,O=C1CCC(=O)N1CC#CC[S+]1CCCC1.[O-][Cl+3]([O-])([O-])[O-]
3066734,12.8,CCN(CC)CCNC(=O)c1cc(Cl)c(NC2=NCCN2)cc1OC
3066735,40.6,CCN(CC)CCNC(=O)c1cc(Cl)c(NC2=NCCS2)cc1OC
3066736,91.0,CCN(CC)CCNC(=O)c1cc(Cl)c(NC2=NCCO2)cc1OC
3066737,91.0,CCN(CC)CCNC(=O)c1cc(Br)c(NC2=NCCN2)cc1OC
3066738,13.1,CCN1CCCC1CNC(=O)c1cc(Br)c(NC2=NCC(C)N2)cc1OC
3066760,35.1,C=CCN1CCCC1CNC(=O)c1cc(Cl)c(NC2=NCC(C)N2)cc1OC
3066761,19.5,CCN(CC)CCNC(=O)c1cc(Br)c(NC2=NCC(C)N2)cc1OC
3066767,338.0,CCCCCN(CCOCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3066768,298.0,CCCCCN(CCCOCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3066769,485.0,CCCCCN(CCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3066770,440.0,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(C)c(C)c1
3066771,425.0,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(F)c(F)c1
3066772,288.0,COCCCN(CCCC(C)C)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3066773,297.0,COCCCN(CCC(C)C)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3066774,362.0,CCCCCN(CCCOC)C(=O)C(CC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3066787,64.0,COc1cc2nc(Cl)nc(Nc3cccc(OCC(O)CNC(C)C)c3)c2cc1OC.Cl.Cl
3066791,36.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(Nc3cccc(OCC(O)CNC(C)C)c3)c2cc1OC.Cl.Cl.Cl
3066793,38.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(Nc3ccc(OCC(O)CNC(C)C)cc3)c2cc1OC.Cl.Cl.Cl
3066837,30.0,CC[N+]1(CCOCCOCC[N+]2(CC)CCOCC2)CCOCC1.[I-].[I-]
3066839,250.0,C[N+]1(CCN2CCN(CC[N+]3(C)CCOCC3)CC2)CCOCC1.[I-].[I-]
3066841,11.0,C[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc([N+](=O)[O-])cc21.[Cl-]
3066858,200.0,CC[N+]1(CCN2CCN(CC[N+]3(CC)CCOCC3)CC2)CCOCC1.[I-].[I-]
3066868,4.0,CC[N+]1(CCOCCOCC[N+]2(CC)CCCCC2)CCCCC1.[I-].[I-]
3066891,37.5,C=CCN(C)C(C)c1ccc(C2CCCC2)cc1.Cl
3066893,75.0,C#CCN(C)C(C)c1ccc(C2CCCC2)cc1.Cl
3066899,100.0,CC(c1ccc(C2CCCC2)cc1)N(C)C(=O)CN1CCN(C)CC1.Cl.Cl
3066901,25.0,CNC1(C)CCCC1Cc1ccccc1.Cl
3066903,15.0,CN(C)C1(C)CCCC1Cc1ccccc1.Cl
3066905,35.0,CC1(N)CCCC1Cc1ccccc1.Cl
3066917,133.0,Cc1ccc(C(=O)NC(CCCN(C)C)c2ccccc2)cc1.Cl
3066991,435.0,CN(CCOC(=O)COc1ccc(Cl)cc1)CCOC(=O)COc1ccc(Cl)cc1.Cl
3067003,50.0,CN1CCN(CCCc2c3c(cc4c2CCC4)CCC3)CC1.Cl.Cl
3067004,35.0,CN(C)CCCc1c2c(cc3c1CCC3)CCC2.Cl
3067006,40.0,CN(C)CCCCc1c2c(cc3c1CCC3)CCC2.Cl
3067007,40.0,CN1CCN(CCCCc2c3c(cc4c2CCC4)CCC3)CC1.Cl.Cl
3067009,62.5,Cl.Cl.OCCN1CCN(CCCc2c3c(cc4c2CCC4)CCC3)CC1
3067010,54.0,Cl.Cl.OCCN1CCN(CCCCc2c3c(cc4c2CCC4)CCC3)CC1
3067037,20.0,CCCCOCC(O)CNC(C)C
3067038,20.0,CCCCOCC(O)CNC(C)(C)C
3067039,20.0,CC(C)=CCCC(C)CCOCC(O)CNC(C)C
3067040,20.0,CCC(C)OCC(O)CNC(C)(C)C
3067041,20.0,CCC(C)COCC(O)CNC(C)C
3067042,20.0,C=CCOCC(O)CNC(C)(C)C
3067045,20.0,CCCCCCCCCCCCCCCCOCC(O)CNC(C)(C)C.Cl
3067051,20.0,CCCCC(C)OCC(O)CNC(C)(C)C.Cl
3067056,25.0,C#CC(C)(C)NCC(O)COC1CCCCC1.O=C(O)C(=O)O
3067217,190.0,CN1CCN(CC(=O)N2c3ccccc3NC(=O)c3cscc32)CC1
3067291,0.18,CC(CCCCCCCC1CC(OS(=O)(=O)[O-])CCCCCCCCCCCC(OS(=O)(=O)[O-])CC(OS(=O)(=O)[O-])CCCCCCCCCCCC=CC(=O)O1)OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
3067464,14.0,COc1c2c(c(O)c3c4c(c(C)cc13)C1OC3(C(OC)OC)OC1C(O)(O4)C31CO1)C(=O)C(O)CC2O
3067482,200.0,Cl.Nc1ncnc2c1ncn2C1COC2C(O[N+](=O)[O-])COC21
3067606,100.0,Cl.N#Cc1ccccc1OCC(O)CNC1COC2C(O[N+](=O)[O-])COC12
3067608,50.0,Cc1cccc(OCC(O)CNC2COC3C(O[N+](=O)[O-])COC23)c1.Cl
3067610,100.0,Cl.O=[N+]([O-])OC1COC2C(NCC(O)COc3cccc(C(F)(F)F)c3)COC12
3067612,50.0,COc1cccc(OC)c1OCCCNC1COC2C(O[N+](=O)[O-])COC12.Cl
3067614,100.0,COc1cc(OC)cc(OCCCNC2COC3C(O[N+](=O)[O-])COC23)c1.Cl
3067616,70.0,COc1cccc(OCCCNC2COC3C(O[N+](=O)[O-])COC23)c1OC.Cl
3067618,100.0,Cl.O=[N+]([O-])OC1COC2C(NCCCOc3ccc(Cl)cc3)COC12
3067620,50.0,Cl.O=[N+]([O-])OC1COC2C(NCCCOc3ccccc3Cl)COC12
3067622,100.0,Cl.O=[N+]([O-])OC1COC2C(NCCCOc3ccc(Cl)cc3Cl)COC12
3067624,200.0,CC(=O)Nc1ccc(OCCCNC2COC3C(O[N+](=O)[O-])COC23)cc1.Cl
3067626,200.0,Cl.NC1COC2C(O[N+](=O)[O-])COC12
3067628,200.0,CC(=O)NC1COC2C(O[N+](=O)[O-])COC12
3067629,200.0,CN(C)C1COC2C(O[N+](=O)[O-])COC21.Cl
3067631,100.0,CCN(CC)C1COC2C(O[N+](=O)[O-])COC21.Cl
3067633,200.0,Cl.O=[N+]([O-])OC1COC2C1OCC2N1CCCC1
3067635,50.0,Cl.O=[N+]([O-])OC1COC2C1OCC2N1CCCCC1
3067637,200.0,Cl.O=[N+]([O-])OC1COC2C1OCC2N1CCOCC1
3067639,200.0,CN1CCN(C2COC3C(O[N+](=O)[O-])COC32)CC1.Cl.Cl
3067641,100.0,CN(Cc1ccccc1)C1COC2C(O[N+](=O)[O-])COC21.Cl
3067643,50.0,CN(CCCc1ccccc1)C1COC2C(O[N+](=O)[O-])COC21.Cl
3067645,50.0,CN(CCCCc1ccccc1)C1COC2C(O[N+](=O)[O-])COC21.Cl
3067647,100.0,Cl.O=[N+]([O-])OC1COC2C(NCc3ccccc3)COC12
3067649,50.0,Cl.O=[N+]([O-])OC1COC2C(NCCCc3ccccc3)COC12
3067651,50.0,COc1ccc(CCCCNC2COC3C(O[N+](=O)[O-])COC23)cc1.Cl
3067653,100.0,Cl.O=[N+]([O-])OC1COC2C(NCCOc3ccccc3)COC12
3067655,50.0,Cl.O=[N+]([O-])OC1COC2C(NCCCOc3ccccc3)COC12
3067657,50.0,Cl.O=[N+]([O-])OC1COC2C(NCCCCOc3ccccc3)COC12
3067659,100.0,COc1ccc(OCC(O)CNC2COC3C(O[N+](=O)[O-])COC23)cc1.Cl
3067661,50.0,Cl.O=[N+]([O-])OC1COC2C(NCCCCc3ccccc3)COC12
3067681,200.0,Cl.NC1COC2C(O[N+](=O)[O-])COC12
3067683,50.0,Cl.O=[N+]([O-])OC1COC2C(NCCCOc3ccccc3)COC12
3067775,72.0,CCN(CC)CC(=O)OC1CC(C)CCC1C(C)C
3067776,3.7,CCCCNc1ccc2c(c1)C(=O)N(CCN(CC)CC)C2=O.Cl
3067781,43.0,Cn1c(=O)c2c(ncn2CCN2CCN(c3ccc(Cl)cc3)CC2)n(C)c1=O
3067811,3.4,CC(=O)OCC12CCC3C(CCC4CC([N+](C)(C)C)CCC43C)C1CC([N+](C)(C)C)C2C(C)OC(C)=O.[I-].[I-]
3067836,215.0,CCN1CCc2ncc(N)nc2CC1.Cl.Cl
3067891,134.0,CS(=O)(=O)O.N#Cc1ccccc1CN1CCc2sccc2C1
3068034,1200.0,COc1ccccc1C1NC(=O)C(C)S1
3068035,1500.0,COc1cc(C2NC(=O)CCS2)cc(OC)c1OC
3068036,1500.0,COc1ccc(C2NC(=O)CCS2)cc1OC
3068037,1500.0,COc1ccccc1C1NC(=O)CCS1
3068038,1500.0,COc1ccc(C2NC(=O)CCS2)cc1
3068067,1200.0,CNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C
3068068,1200.0,CCCNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C
3068069,1200.0,COc1ccc(-c2nc(C)c(C(N)=O)s2)cc1OC
3068070,1200.0,CNC(=O)c1sc(-c2ccc(OC)c(OC)c2)nc1C
3068071,1200.0,CCCNC(=O)c1sc(-c2ccc(OC)c(OC)c2)nc1C
3068072,1200.0,COc1ccccc1-c1nc(C)c(C(N)=O)s1
